open,high,low,close,vol,volCcy,volCcyQuote,confirm,datetime
68083.9,68287.0,68083.9,68199.1,81114.4,811.144,55328201.1854,1,2024-05-31 10:05:00
68199.0,68260.0,68145.0,68211.1,42707.4,427.074,29127810.6245,1,2024-05-31 10:10:00
68211.1,68219.8,68134.6,68164.6,24242.8,242.428,16525757.4768,1,2024-05-31 10:15:00
68164.6,68180.0,68120.3,68162.8,21029.9,210.299,14331511.2364,1,2024-05-31 10:20:00
68162.8,68162.8,68127.2,68157.5,17279.6,172.796,11774104.1498,1,2024-05-31 10:25:00
68157.5,68173.0,68101.3,68140.7,17965.0,179.65,12240574.004,1,2024-05-31 10:30:00
68140.6,68248.1,68110.1,68206.8,16113.1,161.131,10984608.1342,1,2024-05-31 10:35:00
68206.7,68268.0,68202.4,68250.8,12566.6,125.666,8575836.8923,1,2024-05-31 10:40:00
68250.7,68251.6,68202.8,68222.5,6739.5,67.395,4597780.3281,1,2024-05-31 10:45:00
68222.4,68251.6,68190.4,68245.1,20423.9,204.239,13935071.0523,1,2024-05-31 10:50:00
68245.0,68352.4,68239.8,68343.8,29592.5,295.925,20211775.2292,1,2024-05-31 10:55:00
68343.8,68362.0,68282.2,68285.6,25780.6,257.806,17614658.0942,1,2024-05-31 11:00:00
68285.7,68333.3,68281.7,68303.6,11196.7,111.967,7647406.7222,1,2024-05-31 11:05:00
68303.6,68445.2,68303.6,68410.5,33014.2,330.142,22579484.0537,1,2024-05-31 11:10:00
68410.5,68410.5,68338.5,68348.0,17528.3,175.283,11984298.4174,1,2024-05-31 11:15:00
68348.0,68416.6,68340.0,68383.7,22255.0,222.55,15218402.7636,1,2024-05-31 11:20:00
68383.6,68390.6,68300.0,68300.0,10772.3,107.723,7361991.0992,1,2024-05-31 11:25:00
68300.0,68376.5,68300.0,68369.2,16756.5,167.565,11450833.5087,1,2024-05-31 11:30:00
68369.2,68475.5,68348.3,68437.0,47600.5,476.005,32575801.2488,1,2024-05-31 11:35:00
68437.0,68437.1,68379.6,68412.1,24581.5,245.815,16816250.2961,1,2024-05-31 11:40:00
68412.0,68433.8,68356.0,68419.8,15866.7,158.667,10852202.1907,1,2024-05-31 11:45:00
68419.8,68437.2,68368.4,68409.3,7602.9,76.029,5200914.4417,1,2024-05-31 11:50:00
68409.3,68409.3,68351.0,68362.2,7615.6,76.156,5206920.693,1,2024-05-31 11:55:00
68362.3,68440.0,68327.4,68440.0,18809.8,188.098,12861960.9753,1,2024-05-31 12:00:00
68440.0,68440.0,68378.0,68412.1,25379.9,253.799,17360707.2643,1,2024-05-31 12:05:00
68412.1,68487.7,68383.8,68396.7,47583.9,475.839,32561465.6819,1,2024-05-31 12:10:00
68396.7,68433.8,68373.4,68407.9,27707.5,277.075,18952609.6174,1,2024-05-31 12:15:00
68407.9,68600.0,68407.9,68524.9,59711.5,597.115,40915442.4525,1,2024-05-31 12:20:00
68524.8,68599.0,68524.8,68562.0,29278.2,292.782,20075431.1163,1,2024-05-31 12:25:00
68562.1,69008.0,68562.1,68875.9,330246.2,3302.462,227399508.6106,1,2024-05-31 12:30:00
68875.9,69062.8,68843.4,68883.9,106963.4,1069.634,73742540.0703,1,2024-05-31 12:35:00
68884.5,68927.2,68700.2,68872.0,72916.5,729.165,50169724.9741,1,2024-05-31 12:40:00
68871.9,68966.3,68787.8,68790.2,50682.0,506.82,34907237.3477,1,2024-05-31 12:45:00
68790.2,68824.8,68703.9,68709.0,25489.3,254.893,17526791.1136,1,2024-05-31 12:50:00
68709.1,68720.0,68530.0,68629.9,78467.6,784.676,53863294.2375,1,2024-05-31 12:55:00
68629.9,68778.9,68601.8,68773.9,47251.5,472.515,32454410.7153,1,2024-05-31 13:00:00
68774.0,68820.0,68730.0,68790.0,27315.0,273.15,18787057.5754,1,2024-05-31 13:05:00
68789.9,68790.0,68642.2,68720.4,25462.2,254.622,17491096.255,1,2024-05-31 13:10:00
68720.3,68726.0,68620.0,68678.6,34669.2,346.692,23804158.6203,1,2024-05-31 13:15:00
68678.5,68820.0,68670.0,68752.0,24828.8,248.288,17072146.6793,1,2024-05-31 13:20:00
68752.0,68815.9,68700.0,68700.1,19858.1,198.581,13655159.5651,1,2024-05-31 13:25:00
68700.1,68780.9,68111.0,68201.0,251780.4,2517.804,172060789.7954,1,2024-05-31 13:30:00
