open,high,low,close,vol,volCcy,volCcyQuote,confirm,datetime
67961.3,68024.8,67636.0,67744.5,361325.4,3613.254,245007666.6996,1,2024-05-24 00:00:00
67744.5,68031.0,67650.0,67894.1,449292.8,4492.928,305058768.6071,1,2024-05-24 02:00:00
67894.3,67932.1,67058.3,67313.9,772648.7,7726.487,521386501.5854,1,2024-05-24 04:00:00
67313.9,67603.8,66851.8,67172.2,1009425.9,10094.259,678069715.0013,1,2024-05-24 06:00:00
67172.1,67476.8,66616.1,67385.2,832368.8,8323.688,558292785.648,1,2024-05-24 08:00:00
67385.2,67537.8,67287.3,67367.0,377223.9,3772.239,254282856.9483,1,2024-05-24 10:00:00
67366.9,67626.1,66933.2,67087.4,659884.3,6598.843,444358607.3413,1,2024-05-24 12:00:00
67087.5,68427.6,66990.4,68324.5,1493247.0,14932.47,1014156861.6306,1,2024-05-24 14:00:00
68324.4,68946.4,67896.7,68909.9,993087.6,9930.876,679250769.238,1,2024-05-24 16:00:00
68909.9,69270.5,68743.0,69128.7,802751.0,8027.51,553883638.007,1,2024-05-24 18:00:00
69128.7,69217.3,68806.0,68880.6,269011.1,2690.111,185567708.2889,1,2024-05-24 20:00:00
68880.5,68883.1,68528.4,68562.8,323359.8,3233.598,222154177.4799,1,2024-05-24 22:00:00
68562.8,68706.7,68502.5,68606.1,324745.0,3247.45,222866220.487,1,2024-05-25 00:00:00
68606.0,68919.9,68600.0,68749.6,358350.0,3583.5,246354220.6488,1,2024-05-25 02:00:00
68749.7,68821.2,68676.3,68719.6,149777.4,1497.774,102981674.2044,1,2024-05-25 04:00:00
68719.6,68801.2,68603.1,68753.2,187922.2,1879.222,129089489.2163,1,2024-05-25 06:00:00
68753.2,69160.0,68751.8,69096.0,407345.6,4073.456,280905021.1079,1,2024-05-25 08:00:00
69095.9,69664.7,69018.5,69109.4,728768.6,7287.686,505561209.3933,1,2024-05-25 10:00:00
69109.4,69307.9,68877.0,69033.3,603847.8,6038.478,417300951.6052,1,2024-05-25 12:00:00
69033.3,69213.1,68826.6,68921.7,409478.7,4094.787,282726999.0876,1,2024-05-25 14:00:00
68921.7,69118.2,68845.2,69069.1,274891.1,2748.911,189588923.9175,1,2024-05-25 16:00:00
69069.0,69279.1,69069.0,69161.4,143820.5,1438.205,99491465.5758,1,2024-05-25 18:00:00
69159.7,69241.0,69042.0,69157.9,88572.7,885.727,61227579.8346,1,2024-05-25 20:00:00
69157.9,69375.4,69050.9,69300.0,186220.1,1862.201,128985060.9369,1,2024-05-25 22:00:00
69300.0,69325.0,69158.0,69168.3,106152.7,1061.527,73471540.415,1,2024-05-26 00:00:00
69168.1,69187.0,68805.8,69088.0,371934.1,3719.341,256556691.9165,1,2024-05-26 02:00:00
69088.0,69154.0,68917.0,69153.9,142820.5,1428.205,98569565.9073,1,2024-05-26 04:00:00
69153.9,69488.0,69058.0,69357.9,392894.3,3928.943,272187996.4429,1,2024-05-26 06:00:00
69358.0,69580.3,68970.2,69089.9,605124.0,6051.24,418768778.3708,1,2024-05-26 08:00:00
69089.9,69243.8,69056.6,69132.0,230777.4,2307.774,159565763.0931,1,2024-05-26 10:00:00
69132.0,69150.0,68926.3,69142.1,294543.2,2945.432,203314565.0766,1,2024-05-26 12:00:00
69142.2,69407.9,68666.1,68850.5,651252.1,6512.521,449481809.8567,1,2024-05-26 14:00:00
68850.5,68970.6,68688.9,68794.8,366903.0,3669.03,252604007.3029,1,2024-05-26 16:00:00
68794.8,68923.0,68728.2,68908.0,127289.4,1272.894,87592548.0264,1,2024-05-26 18:00:00
68908.0,68914.6,68153.8,68531.2,336727.6,3367.276,230596978.1582,1,2024-05-26 20:00:00
68531.1,68702.9,68348.2,68515.1,284663.8,2846.638,195051146.6514,1,2024-05-26 22:00:00
68515.0,69321.7,68475.0,69086.1,490048.4,4900.484,337814561.5757,1,2024-05-27 00:00:00
69086.2,69308.2,68839.9,68890.4,371975.3,3719.753,256985550.0632,1,2024-05-27 02:00:00
68890.5,68923.3,68313.0,68532.0,545824.3,5458.243,374574581.1436,1,2024-05-27 04:00:00
68532.7,68740.0,68343.1,68655.0,455046.8,4550.468,311894007.8257,1,2024-05-27 06:00:00
68655.0,68946.3,68413.0,68595.1,508625.8,5086.258,349308012.1166,1,2024-05-27 08:00:00
68595.1,68697.0,68255.7,68439.1,417967.6,4179.676,286164464.5257,1,2024-05-27 10:00:00
68439.1,69057.9,68380.0,68924.0,636925.9,6369.259,438001788.7289,1,2024-05-27 12:00:00
68923.9,70584.5,68833.3,70408.2,1815120.4,18151.204,1267585385.2365,1,2024-05-27 14:00:00
70408.2,70740.0,70067.0,70224.1,758263.3,7582.633,533970747.4149,1,2024-05-27 16:00:00
70224.2,70299.7,69070.0,69276.6,773633.5,7736.335,539135382.6198,1,2024-05-27 18:00:00
69276.7,69919.9,69179.3,69812.6,379138.2,3791.382,263822310.6304,1,2024-05-27 20:00:00
69812.4,69820.0,69296.9,69410.3,375943.3,3759.433,261238281.7916,1,2024-05-27 22:00:00
69410.2,69600.0,68546.7,68631.5,956171.1,9561.711,660264789.4786,1,2024-05-28 00:00:00
68631.5,68860.2,67759.1,68073.5,1406259.8,14062.598,961187959.6097,1,2024-05-28 02:00:00
68073.6,68162.1,67488.2,68057.9,846014.1,8460.141,573571788.2463,1,2024-05-28 04:00:00
68057.9,68098.7,67677.0,67691.9,447338.8,4473.388,303646940.0436,1,2024-05-28 06:00:00
67692.0,68533.0,67602.0,68326.2,780994.5,7809.945,532115594.4161,1,2024-05-28 08:00:00
68326.2,68900.0,68246.2,68402.4,916705.5,9167.055,628595093.8658,1,2024-05-28 10:00:00
68402.4,68582.7,67654.0,67802.7,1072547.8,10725.478,730794995.241,1,2024-05-28 12:00:00
67802.8,68494.5,67511.0,68396.3,1235375.7,12353.757,840430394.8388,1,2024-05-28 14:00:00
68396.4,68473.0,67666.8,67785.9,776615.8,7766.158,527996048.5747,1,2024-05-28 16:00:00
67785.8,68634.0,67250.0,68451.0,1012783.8,10127.838,688013604.3884,1,2024-05-28 18:00:00
68451.0,68595.9,68130.6,68416.3,288894.2,2888.942,197573145.7911,1,2024-05-28 20:00:00
68416.2,68685.7,68344.9,68404.6,286266.5,2862.665,196210633.4267,1,2024-05-28 22:00:00
68404.6,68725.0,68262.0,68582.1,361676.7,3616.767,247823018.6342,1,2024-05-29 00:00:00
68582.1,68953.6,68458.3,68844.3,603499.7,6034.997,414966991.7979,1,2024-05-29 02:00:00
68844.4,68947.5,68587.8,68610.1,411412.3,4114.123,283020294.3667,1,2024-05-29 04:00:00
68610.2,68692.8,67955.8,67967.7,656511.1,6565.111,448540995.8863,1,2024-05-29 06:00:00
67967.7,68058.8,67600.0,67924.3,966398.7,9663.987,655492355.7567,1,2024-05-29 08:00:00
67924.4,68041.7,67740.0,67782.6,459434.3,4594.343,311986829.2826,1,2024-05-29 10:00:00
67782.6,68290.8,67600.2,67904.3,1409721.8,14097.218,957156384.2428,1,2024-05-29 12:00:00
67904.3,67988.0,67299.0,67383.4,1298182.9,12981.829,878044919.3335,1,2024-05-29 14:00:00
67383.4,67731.1,67126.7,67606.7,771374.0,7713.74,520120773.6752,1,2024-05-29 16:00:00
67606.6,67757.1,67222.3,67274.3,377584.3,3775.843,254659027.8276,1,2024-05-29 18:00:00
67274.7,67872.5,67130.0,67699.8,367410.4,3674.104,247767762.7261,1,2024-05-29 20:00:00
67699.8,67853.8,67560.0,67647.8,282240.6,2822.406,191026995.6417,1,2024-05-29 22:00:00
67647.8,67867.5,67474.1,67800.0,407758.8,4077.588,275987688.4618,1,2024-05-30 00:00:00
67800.0,68232.5,67779.0,68137.6,588884.6,5888.846,400706083.5945,1,2024-05-30 02:00:00
68137.6,68445.3,67970.0,68156.3,562256.5,5622.565,383403664.7852,1,2024-05-30 04:00:00
68156.3,68192.0,67500.0,67602.9,872688.7,8726.887,591985339.6065,1,2024-05-30 06:00:00
67603.0,67798.8,67134.0,67761.0,998906.7,9989.067,673871837.5494,1,2024-05-30 08:00:00
67761.1,68140.4,67550.9,67822.0,492739.2,4927.392,334527061.7792,1,2024-05-30 10:00:00
67822.0,68716.6,67755.4,68617.9,1193643.6,11936.436,814914901.5472,1,2024-05-30 12:00:00
68617.8,68835.6,68150.0,68527.9,1073035.8,10730.358,735261498.0708,1,2024-05-30 14:00:00
68527.9,69523.9,68376.4,69319.8,1042729.5,10427.295,719655741.7467,1,2024-05-30 16:00:00
69319.8,69431.0,68433.1,68675.6,831853.7,8318.537,574078279.4467,1,2024-05-30 18:00:00
68670.5,68680.0,68040.0,68426.3,559652.5,5596.525,382534389.1313,1,2024-05-30 20:00:00
68426.3,68531.9,68242.0,68366.0,239009.9,2390.099,163403569.0736,1,2024-05-30 22:00:00
68366.0,68643.0,68281.0,68444.0,306071.4,3060.714,209507516.3526,1,2024-05-31 00:00:00
68444.0,68761.4,68431.1,68536.2,367346.8,3673.468,251894703.6174,1,2024-05-31 02:00:00
68536.2,68653.5,68280.3,68440.8,266762.7,2667.627,182613837.2662,1,2024-05-31 04:00:00
68440.8,68467.9,68086.3,68183.4,339031.7,3390.317,231492490.6982,1,2024-05-31 06:00:00
68183.4,68330.3,67873.5,67947.9,470012.7,4700.127,319903737.3076,1,2024-05-31 08:00:00
67948.0,68475.5,67927.1,68362.2,557074.4,5570.744,380312009.4532,1,2024-05-31 10:00:00
68362.3,69062.8,68015.6,68064.1,1641866.1,16418.661,1126085195.7772,1,2024-05-31 12:00:00
68064.1,68069.0,67200.4,67219.7,1615356.7,16153.567,1091615363.7483,1,2024-05-31 14:00:00
67219.6,67474.0,66639.0,67349.9,1423491.4,14234.914,954549865.7894,1,2024-05-31 16:00:00
67350.0,68026.2,67181.2,67691.9,672876.0,6728.76,455083815.1827,1,2024-05-31 18:00:00
67691.6,67808.5,67526.0,67573.9,239108.4,2391.084,161839271.4347,1,2024-05-31 20:00:00
67573.9,67675.8,67246.0,67558.8,382002.6,3820.026,257732681.9733,1,2024-05-31 22:00:00
67558.8,67720.0,67428.1,67569.9,275129.6,2751.296,185915388.6954,1,2024-06-01 00:00:00
67569.9,67776.8,67549.2,67735.7,262125.2,2621.252,177438990.6034,1,2024-06-01 02:00:00
67735.8,67820.1,67591.3,67695.9,195059.9,1950.599,132072507.275,1,2024-06-01 04:00:00
67696.0,67740.5,67567.7,67630.9,189189.8,1891.898,127996880.363,1,2024-06-01 06:00:00
67631.0,67770.0,67617.1,67720.1,159248.5,1592.485,107806709.4448,1,2024-06-01 08:00:00
67720.2,67771.0,67635.6,67670.0,98190.0,981.9,66478554.4538,1,2024-06-01 10:00:00
67670.0,67887.1,67651.3,67709.7,210816.1,2108.161,142895678.5478,1,2024-06-01 12:00:00
67709.6,67877.0,67662.3,67688.6,182276.1,1822.761,123559151.0319,1,2024-06-01 14:00:00
67688.5,67838.0,67526.2,67783.3,262348.6,2623.486,177510544.59,1,2024-06-01 16:00:00
67783.3,67827.2,67693.7,67759.9,89731.2,897.312,60793804.3191,1,2024-06-01 18:00:00
67759.8,67834.0,67714.4,67770.5,91994.9,919.949,62342140.7828,1,2024-06-01 20:00:00
67770.4,67899.0,67717.8,67769.1,105872.7,1058.727,71775899.2619,1,2024-06-01 22:00:00
67769.1,67927.0,67707.7,67768.1,174715.1,1747.151,118492639.2055,1,2024-06-02 00:00:00
67768.2,67824.8,67632.1,67789.3,149263.4,1492.634,101129299.9168,1,2024-06-02 02:00:00
67789.4,67867.8,67720.0,67720.0,105596.2,1055.962,71587399.445,1,2024-06-02 04:00:00
67720.1,67844.5,67718.0,67718.1,107312.6,1073.126,72724837.6175,1,2024-06-02 06:00:00
67718.0,67817.7,67416.0,67549.9,399786.7,3997.867,270323025.4694,1,2024-06-02 08:00:00
67550.0,68345.0,67380.0,68266.0,685720.1,6857.201,465693090.6224,1,2024-06-02 10:00:00
68266.1,68332.0,67809.8,68180.4,670505.3,6705.053,456339761.1309,1,2024-06-02 12:00:00
68180.4,68497.0,68013.3,68164.7,565868.8,5658.688,386150852.8935,1,2024-06-02 14:00:00
68164.8,68221.6,67846.8,67891.7,299629.9,2996.299,203802642.6596,1,2024-06-02 16:00:00
67891.8,67891.8,67300.3,67741.0,730547.7,7305.477,493980513.828,1,2024-06-02 18:00:00
67741.1,67928.2,67577.6,67812.3,163806.0,1638.06,111036255.3013,1,2024-06-02 20:00:00
67812.2,68000.0,67766.8,67766.9,180690.4,1806.904,122669201.8596,1,2024-06-02 22:00:00
67766.9,68610.6,67618.4,68499.9,855756.3,8557.563,583140390.1247,1,2024-06-03 00:00:00
68500.0,68829.0,68230.1,68409.4,766790.8,7667.908,525731044.7539,1,2024-06-03 02:00:00
68409.4,68800.0,68313.0,68720.6,449214.5,4492.145,308002823.3824,1,2024-06-03 04:00:00
68720.5,69231.6,68634.5,68923.9,1081108.0,10811.08,746106780.6198,1,2024-06-03 06:00:00
68923.9,69351.5,68922.6,69023.0,587179.8,5871.798,406066686.8051,1,2024-06-03 08:00:00
69023.0,69282.3,68865.1,69096.6,426962.6,4269.626,294972139.9547,1,2024-06-03 10:00:00
69096.6,70338.3,69096.6,69800.1,1641564.6,16415.646,1145111071.0222,1,2024-06-03 12:00:00
69800.1,70090.9,68512.0,69622.4,2306623.0,23066.23,1596526766.5552,1,2024-06-03 14:00:00
