open,high,low,close,vol,volCcy,volCcyQuote,confirm,datetime
64723.1,66424.9,64722.0,65997.4,3334362.4,33343.624,2182549962.7036,1,2024-05-15 16:00:00
65997.5,66490.0,65745.0,66222.3,1466273.8,14662.738,968755307.042,1,2024-05-15 20:00:00
66222.1,66687.7,65780.0,65988.3,1537805.0,15378.05,1017217261.659,1,2024-05-16 00:00:00
65988.2,66269.1,65673.0,66137.0,1153921.1,11539.211,761173659.2532,1,2024-05-16 04:00:00
66137.0,66599.0,66000.0,66509.7,1216492.9,12164.929,806025061.1472,1,2024-05-16 08:00:00
66509.7,66799.0,65362.5,65830.1,3522863.6,35228.636,2326129633.6785,1,2024-05-16 12:00:00
65830.2,65841.4,64600.0,65180.1,2654752.0,26547.52,1729264346.5328,1,2024-05-16 16:00:00
65180.1,65511.9,65037.6,65241.7,620652.0,6206.52,405142011.184,1,2024-05-16 20:00:00
65241.7,65888.0,65101.2,65582.0,1012172.3,10121.723,662730105.1854,1,2024-05-17 00:00:00
65582.1,66500.0,65355.0,66382.3,1574127.4,15741.274,1039059895.8014,1,2024-05-17 04:00:00
66382.3,66570.0,66060.4,66217.1,1112700.9,11127.009,737629816.129,1,2024-05-17 08:00:00
66217.1,67460.0,65814.4,67200.0,3396298.3,33962.983,2263980794.6757,1,2024-05-17 12:00:00
67200.0,67317.0,66216.1,67053.9,1737932.6,17379.326,1160760361.0628,1,2024-05-17 16:00:00
67047.9,67055.4,66670.1,67007.3,438590.0,4385.9,293272278.4496,1,2024-05-17 20:00:00
67007.3,67081.1,66734.8,66941.7,694580.2,6945.802,464690897.5168,1,2024-05-18 00:00:00
66941.7,67254.6,66720.0,66882.2,749226.5,7492.265,501645740.5777,1,2024-05-18 04:00:00
66882.2,67398.3,66833.1,67194.6,1050843.7,10508.437,705669008.1613,1,2024-05-18 08:00:00
67194.5,67242.0,66563.3,66803.5,1371241.5,13712.415,916919640.4306,1,2024-05-18 12:00:00
66803.5,67019.3,66709.8,66915.3,451825.6,4518.256,302122372.336,1,2024-05-18 16:00:00
66915.3,67045.0,66791.0,66910.1,278034.0,2780.34,186101570.9566,1,2024-05-18 20:00:00
66910.0,67287.1,66825.0,67155.6,601195.2,6011.952,403390144.3331,1,2024-05-19 00:00:00
67156.0,67345.3,66937.3,67331.8,722343.2,7223.432,484902729.2454,1,2024-05-19 04:00:00
67331.7,67794.0,66957.5,67324.7,1935677.7,19356.777,1302667402.5704,1,2024-05-19 08:00:00
67324.8,67329.2,66666.0,66895.2,1418186.6,14181.866,949286010.8088,1,2024-05-19 12:00:00
66895.2,67002.0,65887.0,66043.1,1613179.2,16131.792,1072423256.0464,1,2024-05-19 16:00:00
66043.0,66463.9,65991.3,66272.2,575809.5,5758.095,381482864.887,1,2024-05-19 20:00:00
66272.3,66788.0,66065.7,66680.0,1220202.9,12202.029,811295334.075,1,2024-05-20 00:00:00
66680.0,67310.0,66250.0,66817.1,2138545.2,21385.452,1429519526.8528,1,2024-05-20 04:00:00
66816.0,67374.9,66743.9,67000.2,1339501.7,13395.017,898269173.8655,1,2024-05-20 08:00:00
67000.2,67528.6,66755.1,67418.0,1830528.0,18305.28,1228036451.6929,1,2024-05-20 12:00:00
67418.1,70159.4,67381.1,70047.2,5946070.9,59460.709,4086749164.1437,1,2024-05-20 16:00:00
70047.3,71711.0,68933.4,71481.8,4479896.7,44798.967,3144320200.6423,1,2024-05-20 20:00:00
