entry_time,exit_time,direction,entry_price,exit_price,quantity,contract_value,return,reason,balance_after
2024-06-03 02:00:00,2024-06-03 04:00:00,long,68500.0,68360.006,0.054700000000000006,3746.9500000000003,-8.816928998460332,stop_loss,1491.1830710015397
2024-06-04 16:00:00,2024-06-04 18:00:00,long,70448.7,70567.9,0.0529,3726.73623,5.148500064699847,timeout_exit,1496.3315710662396
2024-06-07 18:00:00,2024-06-07 20:00:00,short,69799.4,69255.8,0.053500000000000006,3734.2679000000003,27.933701730999534,timeout_exit,1524.265272797239
2024-06-10 16:00:00,2024-06-10 18:00:00,long,70048.7,69710.3,0.0543,3803.64441,-19.548737231099683,stop_loss,1504.7165355661393
2024-06-11 02:00:00,2024-06-11 04:00:00,short,68723.6,68466.3,0.054700000000000006,3759.1809200000007,12.91318620780016,timeout_exit,1517.6297217739395
2024-06-14 18:00:00,2024-06-14 20:00:00,short,65403.0,65522.6,0.0579,3786.8337,-8.100835898999916,timeout_exit,1509.5288858749395
2024-06-30 08:00:00,2024-06-30 10:00:00,long,61528.9,61390.7724,0.0613,3771.72157,-9.633915400135988,stop_loss,1499.8949704748036
2024-07-17 02:00:00,2024-07-17 04:00:00,long,65677.6,65709.1,0.057,3743.6232000000005,0.6344381579999999,timeout_exit,1500.5294086328036
2024-07-21 22:00:00,2024-07-22 00:00:00,long,68197.9,68170.2,0.054900000000000004,3744.06471,-2.68093384109984,timeout_exit,1497.8484747917037
2024-08-01 16:00:00,2024-08-01 18:00:00,short,62906.8,63213.1,0.059500000000000004,3742.9546000000005,-19.390633380999738,timeout_exit,1478.4578414107038
2024-08-04 18:00:00,2024-08-04 20:00:00,short,57865.3,59022.60600000001,0.06380000000000001,3691.8061400000006,-75.8057132019352,liquidation,1402.6521282087685
2024-08-15 20:00:00,2024-08-15 22:00:00,short,57044.2,57626.0,0.0614,3502.51388,-36.81901605880018,timeout_exit,1365.8331121499684
2024-08-30 16:00:00,2024-08-30 18:00:00,short,58095.9,58772.1096,0.0587,3410.22933,-40.76258266335611,stop_loss,1325.0705294866123
2024-09-12 02:00:00,2024-09-12 04:00:00,long,58146.0,57932.5028,0.056900000000000006,3308.5074000000004,-13.169983576795886,stop_loss,1311.9005459098164
2024-09-13 16:00:00,2024-09-13 18:00:00,long,59658.4,59587.7,0.054900000000000004,3275.24616,-4.89559188060024,timeout_exit,1307.0049540292162
2024-09-19 00:00:00,2024-09-19 02:00:00,long,61767.9,62015.1,0.0528,3261.34512,12.037227364799847,timeout_exit,1319.042181394016
2024-09-30 02:00:00,2024-09-30 04:00:00,short,64780.0,64567.8,0.050800000000000005,3290.8240000000005,9.762838487999854,timeout_exit,1328.805019882016
2024-10-06 16:00:00,2024-10-06 18:00:00,long,62729.2,62589.0,0.0529,3318.37468,-8.443051176799846,timeout_exit,1320.3619687052162
2024-10-14 04:00:00,2024-10-14 06:00:00,long,64315.1,63940.0,0.051300000000000005,3299.3646300000005,-20.259660246299926,timeout_exit,1300.1023084589162
2024-10-15 14:00:00,2024-10-15 16:00:00,long,67679.9,66326.302,0.048,3248.6351999999997,-66.66191937494582,liquidation,1233.4403890839703
2024-10-28 08:00:00,2024-10-28 10:00:00,long,68423.5,68574.4,0.045000000000000005,3079.0575000000003,5.833955024999739,timeout_exit,1239.2743441089701
2024-11-03 04:00:00,2024-11-03 06:00:00,short,68387.1,68442.4,0.045200000000000004,3091.0969200000004,-3.458549913199474,timeout_exit,1235.8157941957706
2024-11-06 02:00:00,2024-11-06 04:00:00,long,71128.1,74377.9,0.0434,3086.9595400000003,140.0420501465995,timeout_exit,1375.85784434237
2024-11-10 06:00:00,2024-11-10 08:00:00,long,79168.0,78844.3,0.0434,3435.8912,-15.109491697999873,timeout_exit,1360.7483526443702
2024-11-13 16:00:00,2024-11-13 18:00:00,long,92561.1,92266.0,0.0367,3396.9923700000004,-11.879988583700214,timeout_exit,1348.86836406067
2024-11-18 08:00:00,2024-11-18 10:00:00,long,91739.5,91768.0,0.0367,3366.8396500000003,0.0019159235000001107,timeout_exit,1348.87027998417
2024-11-29 12:00:00,2024-11-29 14:00:00,long,97259.7,97005.6,0.0346,3365.1856199999997,-9.832429984199699,stop_loss,1339.0378499999704
2024-12-02 18:00:00,2024-12-02 20:00:00,short,94612.0,94977.4758,0.035300000000000005,3339.8036000000006,-13.940505244722006,stop_loss,1325.0973447552483
2024-12-04 20:00:00,2024-12-04 22:00:00,long,97243.9,97775.9,0.034,3306.2926,17.057622894,timeout_exit,1342.1549676492482
2024-12-22 16:00:00,2024-12-22 18:00:00,short,95373.5,95608.7,0.0351,3347.60985,-9.295755709499897,timeout_exit,1332.8592119397483
2024-12-23 16:00:00,2024-12-23 18:00:00,short,93259.9,93875.4762,0.0357,3329.37843,-23.014770474402372,stop_loss,1309.8444414653459
2024-12-27 16:00:00,2024-12-27 18:00:00,short,94571.9,94822.5666,0.0346,3272.18774,-9.690044478708394,stop_loss,1300.1543969866375
2024-12-29 18:00:00,2024-12-29 20:00:00,short,93940.1,93605.5,0.0345,3240.9334500000004,10.542473740500201,timeout_exit,1310.6968707271376
2024-12-30 14:00:00,2024-12-30 16:00:00,short,92687.1,92118.6,0.035300000000000005,3271.8546300000007,19.059795479700004,timeout_exit,1329.7566662068375
2025-01-03 18:00:00,2025-01-03 20:00:00,long,98022.8,98597.3,0.0339,3322.97292,18.4395857298,timeout_exit,1348.1962519366375
2025-01-06 04:00:00,2025-01-06 06:00:00,long,99038.0,99615.9,0.034,3367.2920000000004,18.5988448999998,timeout_exit,1366.7950968366374
2025-01-12 16:00:00,2025-01-12 18:00:00,long,95082.0,94854.91,0.0359,3413.4438,-9.208252818699876,stop_loss,1357.5868440179374
2025-01-17 02:00:00,2025-01-17 04:00:00,long,101679.9,101068.4,0.0333,3385.94067,-21.4064827227,timeout_exit,1336.1803612952374
2025-01-20 08:00:00,2025-01-20 10:00:00,long,107205.8,108200.0,0.031100000000000003,3334.1003800000003,29.876772996199914,timeout_exit,1366.0571342914373
2025-01-27 00:00:00,2025-01-27 02:00:00,short,102611.6,101300.0,0.0332,3406.70512,42.5021049488002,timeout_exit,1408.5592392402375
2025-02-06 20:00:00,2025-02-06 22:00:00,short,95991.4,96330.777,0.0366,3513.2852399999997,-13.514042983860282,stop_loss,1395.0451962563773
2025-02-14 18:00:00,2025-02-14 20:00:00,long,98545.2,97903.8,0.035300000000000005,3478.6455600000004,-23.713007697599796,stop_loss,1371.3321885587775
2025-02-17 00:00:00,2025-02-17 02:00:00,short,96113.5,96503.5,0.0356,3421.6406,-14.948873786000002,timeout_exit,1356.3833147727776
2025-02-18 18:00:00,2025-02-18 20:00:00,short,94121.1,94104.2,0.036000000000000004,3388.3596000000007,-0.4418089559996856,timeout_exit,1355.9415058167779
2025-02-24 16:00:00,2025-02-24 18:00:00,short,94329.0,94637.7,0.0359,3386.4111000000003,-12.135442139999896,timeout_exit,1343.806063676778
2025-02-26 20:00:00,2025-02-26 22:00:00,short,83860.1,84626.0,0.04,3354.4040000000005,-31.68505603999977,timeout_exit,1312.1210076367781
2025-02-28 02:00:00,2025-02-28 04:00:00,short,81666.1,82392.456,0.040100000000000004,3274.8106100000005,-30.150804951779996,stop_loss,1281.9702026849982
2025-03-09 12:00:00,2025-03-09 14:00:00,short,85018.0,83464.5,0.0376,3196.6768,57.438153672000006,timeout_exit,1339.4083563569982
2025-04-02 16:00:00,2025-04-02 18:00:00,long,86772.0,86631.9,0.0385,3340.7219999999998,-6.427855665000224,timeout_exit,1332.980500691998
2025-04-25 16:00:00,2025-04-25 18:00:00,long,95020.7,94780.559,0.035,3325.7245000000003,-9.433388114500115,stop_loss,1323.547112577498
2025-04-30 14:00:00,2025-04-30 16:00:00,short,93000.3,93855.837,0.035500000000000004,3301.5106500000006,-31.40414327054988,stop_loss,1292.142969306948
2025-05-11 00:00:00,2025-05-11 02:00:00,long,104787.3,104151.0804,0.0308,3227.44884,-20.590194151295897,stop_loss,1271.5527751556522
2025-05-19 00:00:00,2025-05-19 02:00:00,long,106435.0,105758.06,0.0298,3171.763,-21.15000668640007,stop_loss,1250.4027684692521
2025-05-21 16:00:00,2025-05-21 18:00:00,long,108929.9,106751.302,0.0286,3115.39514,-64.10898994486261,liquidation,1186.2937785243896
2025-06-03 16:00:00,2025-06-03 18:00:00,long,106562.2,106267.04,0.027800000000000002,2962.42916,-9.121339405200098,stop_loss,1177.1724391191894
