Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2020-12-31 16:00:00,28782.01,28822.59,28311.0,28571.97,5405.938394,2020-12-31 17:59:59.999,154494022.73821823,127421,2520.51933900,72033112.32688652,0
2020-12-31 18:00:00,28571.97,29000.0,28424.56,28897.83,4873.240747,2020-12-31 19:59:59.999,140385189.65123964,104922,2722.43922100,78474843.08695430,0
2020-12-31 20:00:00,28897.84,29169.55,28862.0,28966.36,4460.95341,2020-12-31 21:59:59.999,129454764.48655123,93398,2140.38384100,62110895.45282597,0
2020-12-31 22:00:00,28966.36,29143.73,28780.0,28923.63,3414.925625,2020-12-31 23:59:59.999,99050162.95671334,82578,1551.21463800,44996732.55605411,0
2021-01-01 00:00:00,28923.63,29470.0,28690.17,29409.99,7714.879916,2021-01-01 01:59:59.999,225126647.15815730,162285,4375.40093900,127717534.71843569,0
2021-01-01 02:00:00,29410.0,29465.26,29120.03,29278.4,3845.576637,2021-01-01 03:59:59.999,112603430.39893676,100156,1979.34917200,57958297.89140583,0
2021-01-01 04:00:00,29278.41,29395.0,29029.4,29187.01,3508.003065,2021-01-01 05:59:59.999,102479176.00788685,97214,1683.18957600,49173572.17267916,0
2021-01-01 06:00:00,29187.01,29270.0,28806.54,29092.83,3800.907209,2021-01-01 07:59:59.999,110480632.11308945,99558,1753.86366700,50996780.16240479,0
2021-01-01 08:00:00,29092.84,29307.73,28872.24,29202.21,4030.221761,2021-01-01 09:59:59.999,117280702.95960789,98686,2230.54374800,64935165.07822855,0
2021-01-01 10:00:00,29202.21,29402.57,29152.88,29313.49,4253.483558,2021-01-01 11:59:59.999,124562833.28833539,96666,2323.55113500,68054525.41908835,0
2021-01-01 12:00:00,29313.49,29600.0,29150.0,29464.79,6403.213451,2021-01-01 13:59:59.999,188206450.41460257,134265,3435.71085300,101034801.97768569,0
2021-01-01 14:00:00,29464.79,29530.0,29030.14,29188.67,5391.736064,2021-01-01 15:59:59.999,158056365.02130211,135307,2514.38886200,73735315.22993477,0
2021-01-01 16:00:00,29188.67,29360.0,28937.0,29079.64,3995.306583,2021-01-01 17:59:59.999,116633832.20987226,99596,1793.43052800,52373032.50247192,0
